#AddPrincipalToRole,containerClass,containerName,role,principalNameOrDN,serviceName,useSharedTeam
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SOL,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SOL,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SOL,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SOL,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,项目经理,60001022,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,项目助理,60002829,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,市场代表,60008321,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,销售代表,60008321,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,质量代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,产品质量工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,产品安全工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,可靠性工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,供应商质量管理工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,PMO,60008598,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,开发代表,60000072,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,系统工程师,60000072,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,EE系统工程师,60000069,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,软件工程师,60004880,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,硬件工程师,60006507,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,元器件工程师,60006507,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,线束工程师,60006088,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,结构工程师,60008817,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,认证工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,热管理&仿真工程师,60002702,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,测试工程师,60000517,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,电芯PM,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,产品数据工程师,60000072,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,制造代表,60008787,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,工艺工程师,60008787,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,设备工程师,60004888,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,工业工程师,60000667,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,物料控制专员,60002831,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,物料控制专员,60000129,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,物料控制专员,60005912,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,生产主管,60000076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,采购代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,财务代表,60000647,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,成本工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,客服代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,商务专员,60008321,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,售后工程师,60004572,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,产品经理,60000287,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,PAR,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,项目经理,60001022,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,项目助理,60002829,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,市场代表,60008321,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,销售代表,60008321,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,质量代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,产品质量工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,产品安全工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,可靠性工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,供应商质量管理工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,PMO,60008598,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,开发代表,60000072,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,系统工程师,60000072,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,EE系统工程师,60000069,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,软件工程师,60004880,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,硬件工程师,60006507,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,元器件工程师,60006507,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,线束工程师,60006088,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,结构工程师,60008817,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,认证工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,热管理&仿真工程师,60002702,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,测试工程师,60000517,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,电芯PM,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,产品数据工程师,60000072,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,制造代表,60008787,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,工艺工程师,60008787,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,设备工程师,60004888,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,工业工程师,60000667,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,物料控制专员,60002831,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,物料控制专员,60000129,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,物料控制专员,60005912,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,生产主管,60000076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,采购代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,财务代表,60000647,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,成本工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,客服代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,商务专员,60008321,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,售后工程师,60004572,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,产品经理,60000287,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZBB,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,项目经理,60000007,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,项目助理,60000281,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,市场代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,销售代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,质量代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,产品质量工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,产品安全工程师,60000067,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,可靠性工程师,60000067,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,供应商质量管理工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,PMO,60008598,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,开发代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,系统工程师,60000437,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,EE系统工程师,60000069,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,软件工程师,60004880,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,硬件工程师,60006507,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,元器件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,线束工程师,60000888,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,结构工程师,60008817,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,认证工程师,60000517,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,热管理&仿真工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,测试工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,电芯PM,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,制造代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,工艺工程师,60008787,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,设备工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,工业工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,计划控制专员,60001019,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,物料控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,生产主管,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,财务代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,成本工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,客服代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,商务专员,60002117,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,售后工程师,60000017,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,产品经理,60000287,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GER,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,项目经理,60000007,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,项目助理,60000325,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,市场代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,销售代表,60000883,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,销售代表,60001988,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,质量代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,产品质量工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,产品安全工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,可靠性工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,供应商质量管理工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,PMO,60008598,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,开发代表,60000199,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,系统工程师,60000199,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,EE系统工程师,60009676,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,EE系统工程师,60000069,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,软件工程师,60007077,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,软件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,软件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,硬件工程师,60006507,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,硬件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,元器件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,线束工程师,60000888,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,结构工程师,60000227,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,认证工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,热管理&仿真工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,测试工程师,60000517,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,电芯PM,60006391,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,制造代表,60008787,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,工艺工程师,60008787,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,设备工程师,60002226,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,工业工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,计划控制专员,60001019,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,物料控制专员,60002150,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,生产主管,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,采购代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,财务代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,成本工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,客服代表,60000017,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,商务专员,60002117,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,售后工程师,60000017,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,产品经理,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,CNM,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,项目经理,60000007,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,项目助理,60000156,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,市场代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,销售代表,60000883,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,质量代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,产品质量工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,产品安全工程师,60000067,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,可靠性工程师,60000067,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,供应商质量管理工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,PMO,60008598,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,开发代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,系统工程师,60000072,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,EE系统工程师,60000069,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,软件工程师,60004880,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,硬件工程师,60006507,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,元器件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,线束工程师,60000888,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,结构工程师,60008817,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,认证工程师,60000517,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,热管理&仿真工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,测试工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,电芯PM,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,制造代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,工艺工程师,60008787,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,设备工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,工业工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,计划控制专员,60001019,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,物料控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,生产主管,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,财务代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,成本工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,客服代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,商务专员,60002117,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,售后工程师,60000017,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,产品经理,60000287,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GMS,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,项目经理,60000012,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,项目助理,60002827,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,市场代表,60002117,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,销售代表,60004019,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,质量代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,产品质量工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,产品安全工程师,60000067,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,可靠性工程师,60000067,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,供应商质量管理工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,PMO,60007040,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,开发代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,系统工程师,60000072,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,EE系统工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,软件工程师,60001037,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,硬件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,元器件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,线束工程师,60000888,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,结构工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,认证工程师,60000517,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,热管理&仿真工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,测试工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,电芯PM,60002269,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,制造代表,60000321,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,工艺工程师,60008787,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,设备工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,工业工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,计划控制专员,60001019,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,物料控制专员,60000879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,生产主管,60000321,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,财务代表,60000647,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,成本工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,客服代表,60002117,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,商务专员,60002117,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,GEM,售后工程师,60000017,,
